Carrera,Biologicos,Mecanicos,Campestres,Geofisicos,Sociales,Literarios,Organizacion,Persuasivo,Calculo,Contabilidad,Musical,Artistico,Cientificos
0,39,39,42,37,29,34,41,36,41,36,43,42,35
1,31,31,31,29,29,30,31,29,33,30,30,29,27
0,34,28,36,33,30,34,35,24,35,29,34,36,30
0,35,41,43,34,37,39,35,36,38,33,40,39,37
0,30,33,33,31,34,30,31,30,33,31,30,31,28
0,30,34,30,31,29,22,36,29,36,40,26,32,33
0,22,33,37,19,32,31,42,41,29,41,39,31,30
0,35,38,36,40,30,36,35,31,39,31,39,38,38
0,34,41,36,32,38,29,39,33,44,40,32,37,36
0,37,45,38,35,34,26,38,37,37,43,30,35,38
0,29,35,40,34,32,27,32,35,40,44,31,29,33
0,15,15,17,15,14,11,11,13,17,11,10,10,13
0,29,34,38,34,33,37,24,39,31,39,32,34,34
0,30,32,30,31,30,31,31,30,31,32,33,31,30
0,48,49,48,50,32,37,39,26,47,35,44,42,49
0,32,38,31,36,30,30,33,31,45,30,31,33,37
0,39,38,41,42,41,37,37,42,39,39,37,38,35
0,25,32,34,23,28,29,25,34,25,23,31,27,27
0,37,47,42,44,38,37,39,42,41,32,42,33,44
2,38,44,39,36,39,43,39,37,40,44,38,39,45
2,37,42,34,44,41,41,41,38,37,39,40,38,35
2,39,41,43,40,41,40,40,41,44,41,44,43,40
2,37,42,45,42,43,37,44,41,38,39,40,44,38
2,39,37,42,40,35,45,43,42,38,39,38,42,41
2,37,42,41,43,42,43,42,40,42,36,44,42,40
2,41,41,42,41,41,41,42,36,37,41,38,39,36
2,40,39,36,37,44,37,39,38,37,40,40,43,43
2,39,40,39,37,36,37,39,41,38,45,35,41,40
2,40,40,38,40,43,43,42,37,40,40,43,37,40
2,38,39,40,39,36,41,37,40,40,42,36,37,39
2,39,41,40,35,40,40,41,38,43,43,41,41,41
2,39,42,35,36,37,36,40,39,43,38,42,39,41
2,42,38,40,42,46,39,43,37,44,38,36,39,35
2,38,43,36,38,41,40,40,38,45,42,42,40,43
2,40,40,38,40,44,40,39,44,40,39,36,36,42
2,39,40,36,40,37,42,42,39,37,41,40,36,43
2,43,45,37,37,40,42,44,41,45,37,36,41,35
2,39,40,34,38,41,39,38,40,36,37,42,39,42
0,30,39,28,30,30,27,41,33,42,25,44,44,30
0,27,27,20,21,25,34,34,27,40,31,39,33,30
0,37,40,34,34,35,30,30,27,42,30,24,22,38
0,47,39,50,40,30,29,24,30,42,25,38,35,49
1,41,39,40,44,44,38,32,37,43,38,40,37,42
2,35,31,37,29,32,23,26,33,38,31,22,24,33
2,35,31,34,34,32,35,33,33,35,34,34,34,34
2,21,42,19,20,29,19,23,19,29,25,16,23,26
2,42,44,43,42,41,40,41,38,39,40,39,42,43
2,44,41,40,34,39,32,37,37,41,36,32,38,45
2,40,40,41,39,39,41,37,38,41,31,39,39,39
2,35,46,25,38,33,25,35,31,43,32,29,29,33
2,31,33,36,33,31,25,36,20,37,33,30,25,34
2,32,33,30,31,29,31,29,34,32,29,32,34,32
2,40,39,47,45,38,34,36,36,42,28,38,37,41
2,31,41,40,38,31,38,35,28,40,36,40,38,34
2,32,38,38,28,32,26,38,31,47,37,33,30,34
2,40,40,36,40,32,40,31,37,29,42,32,37,43
2,39,50,47,44,40,40,46,40,48,38,49,40,44
2,38,37,37,31,36,34,35,35,42,32,30,36,37
2,32,31,37,27,40,24,36,26,40,43,26,35,36
2,34,42,40,34,40,24,30,33,46,36,25,27,41
2,31,25,23,18,33,40,31,37,42,32,46,37,36
0,36,40,36,37,37,39,35,37,38,33,36,36,34
2,26,35,28,33,27,36,35,35,35,29,29,33,26
2,29,33,28,32,28,33,34,23,37,28,38,33,29
1,20,19,23,27,19,14,38,12,26,43,12,20,14
2,38,48,38,37,34,29,38,33,45,39,30,33,42
0,30,37,35,30,33,37,40,27,42,36,30,38,38
0,34,37,38,37,35,34,35,33,40,32,33,38,41
1,34,32,37,34,29,34,36,32,32,31,31,33,32
0,29,27,34,31,27,31,30,28,30,32,36,30,25
0,26,28,30,22,25,26,30,23,32,27,27,27,24
1,36,35,33,39,40,35,42,42,38,44,36,42,44
1,36,42,31,37,27,31,46,27,48,31,32,29,37
1,38,40,32,34,31,35,47,28,44,38,34,37,36
1,34,39,29,36,31,34,46,32,46,33,34,32,41
1,30,35,32,29,32,31,46,31,48,36,33,31,39
1,37,41,33,34,32,33,45,28,46,32,30,37,38
1,32,42,33,35,33,26,44,33,48,37,28,36,38
1,38,37,32,35,33,30,43,28,50,35,34,33,35
1,37,35,28,36,33,27,46,33,46,35,35,38,39
1,38,42,28,32,33,30,48,38,46,31,32,36,39
1,36,35,27,27,33,27,46,33,46,31,31,34,37
1,34,39,31,35,32,27,44,29,46,38,32,37,41
1,35,36,25,32,29,29,45,33,48,36,29,38,37
1,34,36,34,31,28,33,46,32,50,34,30,30,38
1,34,40,37,32,27,31,42,36,48,32,31,34,40
1,36,38,27,34,28,27,45,36,50,40,37,31,39
1,33,43,31,34,27,30,45,31,46,36,35,38,35
1,36,38,29,32,30,33,46,31,46,29,30,31,39
1,35,41,31,31,26,29,46,30,44,32,34,37,39
1,34,39,34,35,33,31,43,32,46,32,35,38,40
1,37,40,29,36,33,32,47,35,46,34,33,32,40
1,35,45,25,36,29,37,44,31,48,35,36,31,40
1,38,40,29,34,33,31,44,33,46,33,33,36,39
1,31,35,30,33,30,28,48,32,46,31,29,36,40
1,35,37,30,30,32,28,41,33,46,31,31,36,37
1,33,38,33,32,32,34,46,31,46,34,28,37,36
1,36,39,27,34,31,29,45,28,46,36,29,32,39
1,30,41,29,35,29,32,42,34,44,33,35,36,38
1,33,34,29,40,32,26,44,31,48,37,31,33,40
1,38,36,27,35,31,32,46,35,44,35,34,33,38
1,34,35,32,38,30,32,42,26,44,32,31,33,38
1,35,36,35,32,30,32,46,27,48,31,31,35,37
1,33,43,26,30,33,31,43,32,46,32,37,36,39
1,34,41,27,35,30,30,48,35,46,34,32,36,37
1,31,37,31,34,26,31,46,27,50,32,33,38,39
1,35,42,34,37,31,37,45,32,48,36,32,35,39
1,37,39,33,30,34,33,46,33,48,29,28,31,41
1,29,36,26,38,31,26,46,37,50,33,31,36,37
1,35,42,29,37,34,31,46,26,48,32,30,35,42
1,36,39,30,27,32,30,44,33,46,35,30,34,40
1,32,44,32,36,27,29,42,28,48,36,35,34,39
1,34,39,31,35,32,30,45,30,46,37,33,35,37
1,31,37,34,36,30,31,44,34,46,38,29,31,38
1,30,39,29,31,30,28,42,32,48,29,37,33,38
1,33,39,35,37,30,32,44,33,48,34,35,33,35
1,35,38,31,29,31,30,40,33,46,33,34,37,39
1,35,42,32,35,32,31,45,33,48,31,29,37,40
1,35,42,30,34,34,31,48,28,48,34,37,40,39
1,36,39,29,38,31,27,42,31,48,37,35,34,38
1,35,43,24,28,29,26,46,31,46,30,33,36,38
1,34,39,32,33,29,26,45,35,46,35,31,33,40
1,34,37,31,37,32,27,47,29,48,34,31,32,40
1,33,36,30,32,32,33,44,30,46,35,33,34,40
1,36,42,35,29,28,31,48,29,48,34,31,35,43
1,35,34,27,35,33,32,43,36,46,32,34,38,38
1,32,36,29,32,34,27,44,33,46,36,30,34,41
1,36,41,27,41,28,30,48,34,50,33,32,35,40
1,31,38,34,30,35,34,46,29,48,33,33,34,37
1,36,38,28,34,33,32,44,30,48,37,33,34,41
1,30,42,29,36,29,26,44,36,46,35,33,33,35
1,34,37,31,32,29,32,46,31,48,36,32,38,37
1,33,40,33,34,30,29,48,34,46,32,31,33,40
1,31,41,35,34,29,29,45,27,46,35,32,35,39
1,36,43,32,31,28,36,46,29,48,32,32,33,39
1,34,41,30,34,33,26,44,34,50,34,33,33,38
1,32,35,30,37,33,33,46,31,50,36,32,35,37
1,32,39,31,32,31,26,41,35,44,33,31,38,38
1,30,43,32,32,31,32,46,33,48,36,34,33,38
1,36,39,27,34,28,29,46,33,48,29,34,37,39
1,33,40,27,35,33,32,40,35,46,37,35,35,38
1,32,39,30,31,32,32,43,27,46,29,29,36,43
1,33,44,31,34,29,28,44,32,50,34,31,33,36
1,37,41,30,29,31,30,44,29,48,30,37,37,41
1,38,35,35,32,29,30,44,27,48,37,32,31,39
1,31,44,32,30,32,30,44,32,48,32,31,37,40
1,35,37,35,39,34,27,47,30,50,33,27,34,38
1,34,41,29,33,31,29,42,31,46,35,29,33,40
1,35,39,30,32,31,32,44,30,46,29,32,36,40
1,30,41,30,35,25,32,46,29,48,34,34,33,36
1,35,40,27,29,30,28,43,29,46,36,33,33,38
